Category1,Category2,ProcCd,Category2Rank
NIPS,ADMINISTERED_DRUGS,B4317,14.00
NIPS,ADMINISTERED_DRUGS,B4318,14.00
NIPS,ADMINISTERED_DRUGS,B4319,14.00
NIPS,ADMINISTERED_DRUGS,B4320,14.00
NIPS,ADMINISTERED_DRUGS,B4321,14.00
NIPS,ADMINISTERED_DRUGS,B4322,14.00
NIPS,ADMINISTERED_DRUGS,B4323,14.00
NIPS,ADMINISTERED_DRUGS,B4324,14.00
NIPS,ADMINISTERED_DRUGS,B4325,14.00
NIPS,ADMINISTERED_DRUGS,B4326,14.00
NIPS,ADMINISTERED_DRUGS,B4327,14.00
NIPS,ADMINISTERED_DRUGS,B4328,14.00
NIPS,ADMINISTERED_DRUGS,B4329,14.00
NIPS,ADMINISTERED_DRUGS,B4330,14.00
NIPS,ADMINISTERED_DRUGS,B4331,14.00
NIPS,ADMINISTERED_DRUGS,B4332,14.00
NIPS,ADMINISTERED_DRUGS,B4333,14.00
NIPS,ADMINISTERED_DRUGS,B4334,14.00
NIPS,ADMINISTERED_DRUGS,B4335,14.00
NIPS,ADMINISTERED_DRUGS,B4336,14.00
NIPS,ADMINISTERED_DRUGS,B4337,14.00
NIPS,ADMINISTERED_DRUGS,B4338,14.00
NIPS,ADMINISTERED_DRUGS,B4339,14.00
NIPS,ADMINISTERED_DRUGS,B4340,14.00
NIPS,ADMINISTERED_DRUGS,B4341,14.00
NIPS,ADMINISTERED_DRUGS,B4342,14.00
NIPS,ADMINISTERED_DRUGS,B4343,14.00
NIPS,ADMINISTERED_DRUGS,B4344,14.00
NIPS,ADMINISTERED_DRUGS,B4345,14.00
NIPS,ADMINISTERED_DRUGS,B4346,14.00
NIPS,ADMINISTERED_DRUGS,B4347,14.00
NIPS,ADMINISTERED_DRUGS,B4348,14.00
NIPS,ADMINISTERED_DRUGS,B4349,14.00
NIPS,ADMINISTERED_DRUGS,B4350,14.00
NIPS,ADMINISTERED_DRUGS,B4351,14.00
NIPS,ADMINISTERED_DRUGS,B4352,14.00
NIPS,ADMINISTERED_DRUGS,B4353,14.00
NIPS,ADMINISTERED_DRUGS,B4354,14.00
NIPS,ADMINISTERED_DRUGS,B4355,14.00
NIPS,ADMINISTERED_DRUGS,B4356,14.00
NIPS,ADMINISTERED_DRUGS,B4357,14.00
NIPS,ADMINISTERED_DRUGS,B4358,14.00
NIPS,ADMINISTERED_DRUGS,B4359,14.00
NIPS,ADMINISTERED_DRUGS,B4360,14.00
NIPS,ADMINISTERED_DRUGS,B4361,14.00
NIPS,ADMINISTERED_DRUGS,B4362,14.00
NIPS,ADMINISTERED_DRUGS,B4363,14.00
NIPS,ADMINISTERED_DRUGS,B4364,14.00
NIPS,ADMINISTERED_DRUGS,B4365,14.00
NIPS,ADMINISTERED_DRUGS,B4366,14.00
NIPS,ADMINISTERED_DRUGS,B4367,14.00
NIPS,ADMINISTERED_DRUGS,B4368,14.00
NIPS,ADMINISTERED_DRUGS,B4369,14.00
NIPS,ADMINISTERED_DRUGS,B4370,14.00
NIPS,ADMINISTERED_DRUGS,B4371,14.00
NIPS,ADMINISTERED_DRUGS,B4372,14.00
NIPS,ADMINISTERED_DRUGS,B4373,14.00
NIPS,ADMINISTERED_DRUGS,B4374,14.00
NIPS,ADMINISTERED_DRUGS,B4375,14.00
NIPS,ADMINISTERED_DRUGS,B4376,14.00
NIPS,ADMINISTERED_DRUGS,B4377,14.00
NIPS,ADMINISTERED_DRUGS,B4378,14.00
NIPS,ADMINISTERED_DRUGS,B4379,14.00
NIPS,ADMINISTERED_DRUGS,B4380,14.00
NIPS,ADMINISTERED_DRUGS,B4381,14.00
NIPS,ADMINISTERED_DRUGS,B4382,14.00
NIPS,ADMINISTERED_DRUGS,B4383,14.00
NIPS,ADMINISTERED_DRUGS,B4384,14.00
NIPS,ADMINISTERED_DRUGS,B4385,14.00
NIPS,ADMINISTERED_DRUGS,B4386,14.00
NIPS,ADMINISTERED_DRUGS,B4387,14.00
NIPS,ADMINISTERED_DRUGS,B4388,14.00
NIPS,ADMINISTERED_DRUGS,B4389,14.00
NIPS,ADMINISTERED_DRUGS,B4390,14.00
NIPS,ADMINISTERED_DRUGS,B4391,14.00
NIPS,ADMINISTERED_DRUGS,B4392,14.00
NIPS,ADMINISTERED_DRUGS,B4393,14.00
NIPS,ADMINISTERED_DRUGS,B4394,14.00
NIPS,ADMINISTERED_DRUGS,B4395,14.00
NIPS,ADMINISTERED_DRUGS,B4396,14.00
NIPS,ADMINISTERED_DRUGS,B4397,14.00
NIPS,ADMINISTERED_DRUGS,B4398,14.00
NIPS,ADMINISTERED_DRUGS,B4399,14.00
NIPS,ADMINISTERED_DRUGS,B4400,14.00
NIPS,ADMINISTERED_DRUGS,B4401,14.00
NIPS,ADMINISTERED_DRUGS,B4402,14.00
NIPS,ADMINISTERED_DRUGS,B4403,14.00
NIPS,ADMINISTERED_DRUGS,B4404,14.00
NIPS,ADMINISTERED_DRUGS,B4405,14.00
NIPS,ADMINISTERED_DRUGS,B4406,14.00
NIPS,ADMINISTERED_DRUGS,B4407,14.00
NIPS,ADMINISTERED_DRUGS,B4408,14.00
NIPS,ADMINISTERED_DRUGS,B4409,14.00
NIPS,ADMINISTERED_DRUGS,B4410,14.00
NIPS,ADMINISTERED_DRUGS,B4411,14.00
NIPS,ADMINISTERED_DRUGS,B4412,14.00
NIPS,ADMINISTERED_DRUGS,B4413,14.00
NIPS,ADMINISTERED_DRUGS,B4414,14.00
NIPS,ADMINISTERED_DRUGS,B4415,14.00
NIPS,ADMINISTERED_DRUGS,B4416,14.00
NIPS,ADMINISTERED_DRUGS,B4417,14.00
NIPS,ADMINISTERED_DRUGS,B4418,14.00
NIPS,ADMINISTERED_DRUGS,B4419,14.00
NIPS,ADMINISTERED_DRUGS,B4420,14.00
NIPS,ADMINISTERED_DRUGS,B4421,14.00
NIPS,ADMINISTERED_DRUGS,B4422,14.00
NIPS,ADMINISTERED_DRUGS,B4423,14.00
NIPS,ADMINISTERED_DRUGS,B4424,14.00
NIPS,ADMINISTERED_DRUGS,B4425,14.00
NIPS,ADMINISTERED_DRUGS,B4426,14.00
NIPS,ADMINISTERED_DRUGS,B4427,14.00
NIPS,ADMINISTERED_DRUGS,B4428,14.00
NIPS,ADMINISTERED_DRUGS,B4429,14.00
NIPS,ADMINISTERED_DRUGS,B4430,14.00
NIPS,ADMINISTERED_DRUGS,B4431,14.00
NIPS,ADMINISTERED_DRUGS,B4432,14.00
NIPS,ADMINISTERED_DRUGS,B4433,14.00
NIPS,ADMINISTERED_DRUGS,B4434,14.00
NIPS,ADMINISTERED_DRUGS,B4435,14.00
NIPS,ADMINISTERED_DRUGS,B4436,14.00
NIPS,ADMINISTERED_DRUGS,B4437,14.00
NIPS,ADMINISTERED_DRUGS,B4438,14.00
NIPS,ADMINISTERED_DRUGS,B4439,14.00
NIPS,ADMINISTERED_DRUGS,B4440,14.00
NIPS,ADMINISTERED_DRUGS,B4441,14.00
NIPS,ADMINISTERED_DRUGS,B4442,14.00
NIPS,ADMINISTERED_DRUGS,B4443,14.00
NIPS,ADMINISTERED_DRUGS,B4444,14.00
NIPS,ADMINISTERED_DRUGS,B4445,14.00
NIPS,ADMINISTERED_DRUGS,B4446,14.00
NIPS,ADMINISTERED_DRUGS,B4447,14.00
NIPS,ADMINISTERED_DRUGS,B4448,14.00
NIPS,ADMINISTERED_DRUGS,B4449,14.00
NIPS,ADMINISTERED_DRUGS,B4450,14.00
NIPS,ADMINISTERED_DRUGS,B4451,14.00
NIPS,ADMINISTERED_DRUGS,B4452,14.00
NIPS,ADMINISTERED_DRUGS,B4453,14.00
NIPS,ADMINISTERED_DRUGS,B4454,14.00
NIPS,ADMINISTERED_DRUGS,B4455,14.00
NIPS,ADMINISTERED_DRUGS,B4456,14.00
NIPS,ADMINISTERED_DRUGS,B4457,14.00
NIPS,ADMINISTERED_DRUGS,B4458,14.00
NIPS,ADMINISTERED_DRUGS,B4459,14.00
NIPS,ADMINISTERED_DRUGS,B4460,14.00
NIPS,ADMINISTERED_DRUGS,B4461,14.00
NIPS,ADMINISTERED_DRUGS,B4462,14.00
NIPS,ADMINISTERED_DRUGS,B4463,14.00
NIPS,ADMINISTERED_DRUGS,B4464,14.00
NIPS,ADMINISTERED_DRUGS,B4465,14.00
NIPS,ADMINISTERED_DRUGS,B4466,14.00
NIPS,ADMINISTERED_DRUGS,B4467,14.00
NIPS,ADMINISTERED_DRUGS,B4468,14.00
NIPS,ADMINISTERED_DRUGS,B4469,14.00
NIPS,ADMINISTERED_DRUGS,B4470,14.00
NIPS,ADMINISTERED_DRUGS,B4471,14.00
NIPS,ADMINISTERED_DRUGS,B4472,14.00
NIPS,ADMINISTERED_DRUGS,B4473,14.00
NIPS,ADMINISTERED_DRUGS,B4474,14.00
NIPS,ADMINISTERED_DRUGS,B4475,14.00
NIPS,ADMINISTERED_DRUGS,B4476,14.00
NIPS,ADMINISTERED_DRUGS,B4477,14.00
NIPS,ADMINISTERED_DRUGS,B4478,14.00
NIPS,ADMINISTERED_DRUGS,B4479,14.00
NIPS,ADMINISTERED_DRUGS,B4480,14.00
NIPS,ADMINISTERED_DRUGS,B4481,14.00
NIPS,ADMINISTERED_DRUGS,B4482,14.00
NIPS,ADMINISTERED_DRUGS,B4483,14.00
NIPS,ADMINISTERED_DRUGS,B4484,14.00
NIPS,ADMINISTERED_DRUGS,B4485,14.00
NIPS,ADMINISTERED_DRUGS,B4486,14.00
NIPS,ADMINISTERED_DRUGS,B4487,14.00
NIPS,ADMINISTERED_DRUGS,B4488,14.00
NIPS,ADMINISTERED_DRUGS,B4489,14.00
NIPS,ADMINISTERED_DRUGS,B4490,14.00
NIPS,ADMINISTERED_DRUGS,B4491,14.00
NIPS,ADMINISTERED_DRUGS,B4492,14.00
NIPS,ADMINISTERED_DRUGS,B4493,14.00
NIPS,ADMINISTERED_DRUGS,B4494,14.00
NIPS,ADMINISTERED_DRUGS,B4495,14.00
NIPS,ADMINISTERED_DRUGS,B4496,14.00
NIPS,ADMINISTERED_DRUGS,B4497,14.00
NIPS,ADMINISTERED_DRUGS,B4498,14.00
NIPS,ADMINISTERED_DRUGS,B4499,14.00
NIPS,ADMINISTERED_DRUGS,B4500,14.00
NIPS,ADMINISTERED_DRUGS,B4501,14.00
NIPS,ADMINISTERED_DRUGS,B4502,14.00
NIPS,ADMINISTERED_DRUGS,B4503,14.00
NIPS,ADMINISTERED_DRUGS,B4504,14.00
NIPS,ADMINISTERED_DRUGS,B4505,14.00
NIPS,ADMINISTERED_DRUGS,B4506,14.00
NIPS,ADMINISTERED_DRUGS,B4507,14.00
NIPS,ADMINISTERED_DRUGS,B4508,14.00
NIPS,ADMINISTERED_DRUGS,B4509,14.00
NIPS,ADMINISTERED_DRUGS,B4510,14.00
NIPS,ADMINISTERED_DRUGS,B4511,14.00
NIPS,ADMINISTERED_DRUGS,B4512,14.00
NIPS,ADMINISTERED_DRUGS,B4513,14.00
NIPS,ADMINISTERED_DRUGS,B4514,14.00
NIPS,ADMINISTERED_DRUGS,B4515,14.00
NIPS,ADMINISTERED_DRUGS,B4516,14.00
NIPS,ADMINISTERED_DRUGS,B4517,14.00
NIPS,ADMINISTERED_DRUGS,B4518,14.00
NIPS,ADMINISTERED_DRUGS,B4519,14.00
NIPS,ADMINISTERED_DRUGS,B4520,14.00
NIPS,ADMINISTERED_DRUGS,B4521,14.00
NIPS,ADMINISTERED_DRUGS,B4522,14.00
NIPS,ADMINISTERED_DRUGS,B4523,14.00
NIPS,ADMINISTERED_DRUGS,B4524,14.00
NIPS,ADMINISTERED_DRUGS,B4525,14.00
NIPS,ADMINISTERED_DRUGS,B4526,14.00
NIPS,ADMINISTERED_DRUGS,B4527,14.00
NIPS,ADMINISTERED_DRUGS,B4528,14.00
NIPS,ADMINISTERED_DRUGS,B4529,14.00
NIPS,ADMINISTERED_DRUGS,B4530,14.00
NIPS,ADMINISTERED_DRUGS,B4531,14.00
NIPS,ADMINISTERED_DRUGS,B4532,14.00
NIPS,ADMINISTERED_DRUGS,B4533,14.00
NIPS,ADMINISTERED_DRUGS,B4534,14.00
NIPS,ADMINISTERED_DRUGS,B4535,14.00
NIPS,ADMINISTERED_DRUGS,B4536,14.00
NIPS,ADMINISTERED_DRUGS,B4537,14.00
NIPS,ADMINISTERED_DRUGS,B4538,14.00
NIPS,ADMINISTERED_DRUGS,B4539,14.00
NIPS,ADMINISTERED_DRUGS,B4540,14.00
NIPS,ADMINISTERED_DRUGS,B4541,14.00
NIPS,ADMINISTERED_DRUGS,B4542,14.00
NIPS,ADMINISTERED_DRUGS,B4543,14.00
NIPS,ADMINISTERED_DRUGS,B4544,14.00
NIPS,ADMINISTERED_DRUGS,B4545,14.00
NIPS,ADMINISTERED_DRUGS,B4546,14.00
NIPS,ADMINISTERED_DRUGS,B4547,14.00
NIPS,ADMINISTERED_DRUGS,B4548,14.00
NIPS,ADMINISTERED_DRUGS,B4549,14.00
NIPS,ADMINISTERED_DRUGS,B4550,14.00
NIPS,ADMINISTERED_DRUGS,B4551,14.00
NIPS,ADMINISTERED_DRUGS,B4552,14.00
NIPS,ADMINISTERED_DRUGS,B4553,14.00
NIPS,ADMINISTERED_DRUGS,B4554,14.00
NIPS,ADMINISTERED_DRUGS,B4555,14.00
NIPS,ADMINISTERED_DRUGS,B4556,14.00
NIPS,ADMINISTERED_DRUGS,B4557,14.00
NIPS,ADMINISTERED_DRUGS,B4558,14.00
NIPS,ADMINISTERED_DRUGS,B4559,14.00
NIPS,ADMINISTERED_DRUGS,B4560,14.00
NIPS,ADMINISTERED_DRUGS,B4561,14.00
NIPS,ADMINISTERED_DRUGS,B4562,14.00
NIPS,ADMINISTERED_DRUGS,B4563,14.00
NIPS,ADMINISTERED_DRUGS,B4564,14.00
NIPS,ADMINISTERED_DRUGS,B4565,14.00
NIPS,ADMINISTERED_DRUGS,B4566,14.00
NIPS,ADMINISTERED_DRUGS,B4567,14.00
NIPS,ADMINISTERED_DRUGS,B4568,14.00
NIPS,ADMINISTERED_DRUGS,B4569,14.00
NIPS,ADMINISTERED_DRUGS,B4570,14.00
NIPS,ADMINISTERED_DRUGS,B4571,14.00
NIPS,ADMINISTERED_DRUGS,B4572,14.00
NIPS,ADMINISTERED_DRUGS,B4573,14.00
NIPS,ADMINISTERED_DRUGS,B4574,14.00
NIPS,ADMINISTERED_DRUGS,B4575,14.00
NIPS,ADMINISTERED_DRUGS,B4576,14.00
NIPS,ADMINISTERED_DRUGS,B4577,14.00
NIPS,ADMINISTERED_DRUGS,B4578,14.00
NIPS,ADMINISTERED_DRUGS,B4579,14.00
NIPS,ADMINISTERED_DRUGS,B4580,14.00
NIPS,ADMINISTERED_DRUGS,B4581,14.00
NIPS,ADMINISTERED_DRUGS,B4582,14.00
NIPS,ADMINISTERED_DRUGS,B4583,14.00
NIPS,ADMINISTERED_DRUGS,B4584,14.00
NIPS,ADMINISTERED_DRUGS,B4585,14.00
NIPS,ADMINISTERED_DRUGS,B4586,14.00
NIPS,ADMINISTERED_DRUGS,B4587,14.00
NIPS,ADMINISTERED_DRUGS,B4588,14.00
NIPS,ADMINISTERED_DRUGS,B4589,14.00
NIPS,ADMINISTERED_DRUGS,B4590,14.00
NIPS,ADMINISTERED_DRUGS,B4591,14.00
NIPS,ADMINISTERED_DRUGS,B4592,14.00
NIPS,ADMINISTERED_DRUGS,B4593,14.00
NIPS,ADMINISTERED_DRUGS,B4594,14.00
NIPS,ADMINISTERED_DRUGS,B4595,14.00
NIPS,ADMINISTERED_DRUGS,B4596,14.00
NIPS,ADMINISTERED_DRUGS,B4597,14.00
NIPS,ADMINISTERED_DRUGS,B4598,14.00
NIPS,ADMINISTERED_DRUGS,B4599,14.00
NIPS,ADMINISTERED_DRUGS,B4600,14.00
NIPS,ADMINISTERED_DRUGS,B4601,14.00
NIPS,ADMINISTERED_DRUGS,B4602,14.00
NIPS,ADMINISTERED_DRUGS,B4603,14.00
NIPS,ADMINISTERED_DRUGS,B4604,14.00
NIPS,ADMINISTERED_DRUGS,B4605,14.00
NIPS,ADMINISTERED_DRUGS,B4606,14.00
NIPS,ADMINISTERED_DRUGS,B4607,14.00
NIPS,ADMINISTERED_DRUGS,B4608,14.00
NIPS,ADMINISTERED_DRUGS,B4609,14.00
NIPS,ADMINISTERED_DRUGS,B4610,14.00
NIPS,ADMINISTERED_DRUGS,B4611,14.00
NIPS,ADMINISTERED_DRUGS,B4612,14.00
NIPS,ADMINISTERED_DRUGS,B4613,14.00
NIPS,ADMINISTERED_DRUGS,B4614,14.00
NIPS,ADMINISTERED_DRUGS,B4615,14.00
NIPS,ADMINISTERED_DRUGS,B4616,14.00
NIPS,ADMINISTERED_DRUGS,B4617,14.00
NIPS,ADMINISTERED_DRUGS,B4618,14.00
NIPS,ADMINISTERED_DRUGS,B4619,14.00
NIPS,ADMINISTERED_DRUGS,B4620,14.00
NIPS,ADMINISTERED_DRUGS,B4621,14.00
NIPS,ADMINISTERED_DRUGS,B4622,14.00
NIPS,ADMINISTERED_DRUGS,B4623,14.00
NIPS,ADMINISTERED_DRUGS,B4624,14.00
NIPS,ADMINISTERED_DRUGS,B4625,14.00
NIPS,ADMINISTERED_DRUGS,B4626,14.00
NIPS,ADMINISTERED_DRUGS,B4627,14.00
NIPS,ADMINISTERED_DRUGS,B4628,14.00
NIPS,ADMINISTERED_DRUGS,B4629,14.00
NIPS,ADMINISTERED_DRUGS,B4630,14.00
NIPS,ADMINISTERED_DRUGS,B4631,14.00
NIPS,ADMINISTERED_DRUGS,B4632,14.00
NIPS,ADMINISTERED_DRUGS,B4633,14.00
NIPS,ADMINISTERED_DRUGS,B4634,14.00
NIPS,ADMINISTERED_DRUGS,B4635,14.00
NIPS,ADMINISTERED_DRUGS,B4636,14.00
NIPS,ADMINISTERED_DRUGS,B4637,14.00
NIPS,ADMINISTERED_DRUGS,B4638,14.00
NIPS,ADMINISTERED_DRUGS,B4639,14.00
NIPS,ADMINISTERED_DRUGS,B4640,14.00
NIPS,ADMINISTERED_DRUGS,B4641,14.00
NIPS,ADMINISTERED_DRUGS,B4642,14.00
NIPS,ADMINISTERED_DRUGS,B4643,14.00
NIPS,ADMINISTERED_DRUGS,B4644,14.00
NIPS,ADMINISTERED_DRUGS,B4645,14.00
NIPS,ADMINISTERED_DRUGS,B4646,14.00
NIPS,ADMINISTERED_DRUGS,B4647,14.00
NIPS,ADMINISTERED_DRUGS,B4648,14.00
NIPS,ADMINISTERED_DRUGS,B4649,14.00
NIPS,ADMINISTERED_DRUGS,B4650,14.00
NIPS,ADMINISTERED_DRUGS,B4651,14.00
NIPS,ADMINISTERED_DRUGS,B4652,14.00
NIPS,ADMINISTERED_DRUGS,B4653,14.00
NIPS,ADMINISTERED_DRUGS,B4654,14.00
NIPS,ADMINISTERED_DRUGS,B4655,14.00
NIPS,ADMINISTERED_DRUGS,B4656,14.00
NIPS,ADMINISTERED_DRUGS,B4657,14.00
NIPS,ADMINISTERED_DRUGS,B4658,14.00
NIPS,ADMINISTERED_DRUGS,B4659,14.00
NIPS,ADMINISTERED_DRUGS,B4660,14.00
NIPS,ADMINISTERED_DRUGS,B4661,14.00
